UniqueID	Feature_Name	Feature_Type	KEGG_ID	Pathway_ID	Pathway_Name
Gene_10946	Sfxn1	Gene	rno:364678	NA	NA
Gene_10947	Drd1	Gene	rno:24316	path:rno04020	Calcium signaling pathway
Gene_10947	Drd1	Gene	rno:24316	path:rno04024	cAMP signaling pathway
Gene_10947	Drd1	Gene	rno:24316	path:rno04080	Neuroactive ligand-receptor interaction
Gene_10947	Drd1	Gene	rno:24316	path:rno04540	Gap junction
Gene_10947	Drd1	Gene	rno:24316	path:rno04728	Dopaminergic synapse
Gene_10947	Drd1	Gene	rno:24316	path:rno05012	Parkinson disease
Gene_10947	Drd1	Gene	rno:24316	path:rno05030	Cocaine addiction
Gene_10947	Drd1	Gene	rno:24316	path:rno05031	Amphetamine addiction
Gene_10947	Drd1	Gene	rno:24316	path:rno05032	Morphine addiction
Gene_10947	Drd1	Gene	rno:24316	path:rno05034	Alcoholism
Gene_10948	Msx2	Gene	rno:25483	path:rno05166	Human T-cell leukemia virus 1 infection
Gene_10949	Sptlc1	Gene	rno:361213	path:rno00600	Sphingolipid metabolism
Gene_10949	Sptlc1	Gene	rno:361213	path:rno01100	Metabolic pathways
Gene_10949	Sptlc1	Gene	rno:361213	path:rno04071	Sphingolipid signaling pathway
Gene_10950	Ror2	Gene	rno:306782	path:rno04310	Wnt signaling pathway
Gene_10951	Nfil3	Gene	rno:114519	NA	NA
Gene_10952	Auh	Gene	rno:361215	path:rno00280	Valine, leucine and isoleucine degradation
Gene_10952	Auh	Gene	rno:361215	path:rno01100	Metabolic pathways
Gene_10953	Syk	Gene	rno:25155	path:rno04064	NF-kappa B signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04072	Phospholipase D signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04151	PI3K-Akt signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04380	Osteoclast differentiation
Gene_10953	Syk	Gene	rno:25155	path:rno04611	Platelet activation
Gene_10953	Syk	Gene	rno:25155	path:rno04613	Neutrophil extracellular trap formation
Gene_10953	Syk	Gene	rno:25155	path:rno04625	C-type lectin receptor signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04650	Natural killer cell mediated cytotoxicity
Gene_10953	Syk	Gene	rno:25155	path:rno04662	B cell receptor signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04664	Fc epsilon RI signaling pathway
Gene_10953	Syk	Gene	rno:25155	path:rno04666	Fc gamma R-mediated phagocytosis
Gene_10953	Syk	Gene	rno:25155	path:rno05152	Tuberculosis
Gene_10953	Syk	Gene	rno:25155	path:rno05167	Kaposi sarcoma-associated herpesvirus infection
Gene_10953	Syk	Gene	rno:25155	path:rno05168	Herpes simplex virus 1 infection
Gene_10953	Syk	Gene	rno:25155	path:rno05169	Epstein-Barr virus infection
Gene_10953	Syk	Gene	rno:25155	path:rno05171	Coronavirus disease
Gene_10953	Syk	Gene	rno:25155	path:rno05203	Viral carcinogenesis
Gene_10954	Diras2	Gene	rno:291006	NA	NA
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04010	MAPK signaling pathway
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04064	NF-kappa B signaling pathway
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04068	FoxO signaling pathway
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04110	Cell cycle
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04115	p53 signaling pathway
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04210	Apoptosis
Gene_10955	Gadd45g	Gene	rno:291005	path:rno04218	Cellular senescence
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05169	Epstein-Barr virus infection
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05200	Pathways in cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05202	Transcriptional misregulation in cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05210	Colorectal cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05212	Pancreatic cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05213	Endometrial cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05214	Glioma
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05216	Thyroid cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05217	Basal cell carcinoma
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05218	Melanoma
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05220	Chronic myeloid leukemia
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05222	Small cell lung cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05223	Non-small cell lung cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05224	Breast cancer
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05225	Hepatocellular carcinoma
Gene_10955	Gadd45g	Gene	rno:291005	path:rno05226	Gastric cancer
Gene_10956	Sema4d	Gene	rno:306790	path:rno04360	Axon guidance
Gene_10957	Secisbp2	Gene	rno:79049	NA	NA
Gene_10958	Shc3	Gene	rno:114858	path:rno01521	EGFR tyrosine kinase inhibitor resistance
Gene_10958	Shc3	Gene	rno:114858	path:rno01522	Endocrine resistance
Gene_10958	Shc3	Gene	rno:114858	path:rno04012	ErbB signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04014	Ras signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04062	Chemokine signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04072	Phospholipase D signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04510	Focal adhesion
Gene_10958	Shc3	Gene	rno:114858	path:rno04650	Natural killer cell mediated cytotoxicity
Gene_10958	Shc3	Gene	rno:114858	path:rno04722	Neurotrophin signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04910	Insulin signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04915	Estrogen signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04917	Prolactin signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04926	Relaxin signaling pathway
Gene_10958	Shc3	Gene	rno:114858	path:rno04935	Growth hormone synthesis, secretion and action
Gene_10958	Shc3	Gene	rno:114858	path:rno05034	Alcoholism
Gene_10958	Shc3	Gene	rno:114858	path:rno05100	Bacterial invasion of epithelial cells
Gene_10958	Shc3	Gene	rno:114858	path:rno05214	Glioma
Gene_10958	Shc3	Gene	rno:114858	path:rno05220	Chronic myeloid leukemia
Gene_10958	Shc3	Gene	rno:114858	path:rno05224	Breast cancer
Gene_10958	Shc3	Gene	rno:114858	path:rno05225	Hepatocellular carcinoma
Gene_10958	Shc3	Gene	rno:114858	path:rno05226	Gastric cancer
Gene_10959	S1pr3	Gene	rno:306792	path:rno04071	Sphingolipid signaling pathway
Gene_10959	S1pr3	Gene	rno:306792	path:rno04080	Neuroactive ligand-receptor interaction
Gene_10960	Fbxw17	Gene	rno:361219	NA	NA
Gene_10961	AABR07027137.1	Gene	NA	NA	NA
Gene_10962	Iars	Gene	rno:306804	path:rno00970	Aminoacyl-tRNA biosynthesis
Gene_10963	LOC679342	Gene	rno:679342	NA	NA
Gene_10964	NEWGENE_1308171	Gene	rno:108348095	NA	NA
Gene_10965	Ecm2	Gene	rno:100361383	NA	NA
Gene_10966	Ippk	Gene	rno:306808	path:rno00562	Inositol phosphate metabolism
Gene_10966	Ippk	Gene	rno:306808	path:rno01100	Metabolic pathways
Gene_10966	Ippk	Gene	rno:306808	path:rno04070	Phosphatidylinositol signaling system
Gene_10967	Bicd2	Gene	rno:306809	NA	NA
Gene_10968	Fgd3	Gene	rno:361223	path:rno04810	Regulation of actin cytoskeleton
Gene_10969	Card19	Gene	rno:361224	NA	NA
Gene_10970	Ninj1	Gene	rno:25338	NA	NA
Gene_10971	Wnk2	Gene	rno:306811	NA	NA
Gene_10972	Fam120a	Gene	rno:291019	NA	NA
Gene_10973	Phf2	Gene	rno:306814	NA	NA
Gene_10974	Ptpdc1	Gene	rno:291022	NA	NA
Gene_10975	Mirlet7d	Gene	rno:100313972	path:rno05206	MicroRNAs in cancer
Gene_10976	Zfp169	Gene	rno:306816	path:rno05168	Herpes simplex virus 1 infection
Gene_10977	Id4	Gene	rno:291023	path:rno04350	TGF-beta signaling pathway
Gene_10977	Id4	Gene	rno:291023	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_10978	Rnf144b	Gene	rno:364681	NA	NA
Gene_10979	Dek	Gene	rno:306817	NA	NA
Gene_10980	Kdm1b	Gene	rno:306819	NA	NA
Gene_10981	Tpmt	Gene	rno:690050	path:rno00983	Drug metabolism
Gene_10982	Nhlrc1	Gene	rno:364682	path:rno04120	Ubiquitin mediated proteolysis
Gene_10983	Kif13a	Gene	rno:308173	NA	NA
Gene_10984	Nup153	Gene	rno:25281	path:rno03013	RNA transport
Gene_10984	Nup153	Gene	rno:25281	path:rno05014	Amyotrophic lateral sclerosis
Gene_10985	Fam8a1	Gene	rno:291031	NA	NA
Gene_10986	Cap2	Gene	rno:116653	NA	NA
Gene_10987	Rbm24	Gene	rno:291031	NA	NA
Gene_10988	Atxn1	Gene	rno:25049	path:rno04330	Notch signaling pathway
Gene_10988	Atxn1	Gene	rno:25049	path:rno05017	Spinocerebellar ataxia
Gene_10988	Atxn1	Gene	rno:25049	path:rno05022	Pathways of neurodegeneration
Gene_10989	AABR07027212.1	Gene	NA	NA	NA
Gene_10990	Gmpr	Gene	rno:117533	path:rno00230	Purine metabolism
Gene_10990	Gmpr	Gene	rno:117533	path:rno01100	Metabolic pathways
Gene_10991	Mylip	Gene	rno:306825	path:rno04979	Cholesterol metabolism
Gene_10992	Dtnbp1	Gene	rno:641528	NA	NA
Gene_10993	Jarid2	Gene	rno:681740	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_10994	LOC690414	Gene	rno:690414	NA	NA
Gene_10995	Elovl2	Gene	rno:498728	path:rno00062	Fatty acid elongation
Gene_10995	Elovl2	Gene	rno:498728	path:rno01040	Biosynthesis of unsaturated fatty acids
Gene_10995	Elovl2	Gene	rno:498728	path:rno01100	Metabolic pathways
Gene_10995	Elovl2	Gene	rno:498728	path:rno01212	Fatty acid metabolism
Gene_10996	Mak	Gene	rno:25677	NA	NA
Gene_10997	Tmem14c	Gene	rno:171432	NA	NA
Gene_10998	Pak1ip1	Gene	rno:361232	NA	NA
Gene_10999	C17h6orf52	Gene	NA	NA	NA
Gene_11000	Gcnt2	Gene	rno:306860	path:rno00601	Glycosphingolipid biosynthesis
Gene_11000	Gcnt2	Gene	rno:306860	path:rno01100	Metabolic pathways
Gene_11001	Edn1	Gene	rno:24323	path:rno04024	cAMP signaling pathway
Gene_11001	Edn1	Gene	rno:24323	path:rno04066	HIF-1 signaling pathway
Gene_11001	Edn1	Gene	rno:24323	path:rno04080	Neuroactive ligand-receptor interaction
Gene_11001	Edn1	Gene	rno:24323	path:rno04270	Vascular smooth muscle contraction
Gene_11001	Edn1	Gene	rno:24323	path:rno04668	TNF signaling pathway
Gene_11001	Edn1	Gene	rno:24323	path:rno04916	Melanogenesis
Gene_11001	Edn1	Gene	rno:24323	path:rno04924	Renin secretion
Gene_11001	Edn1	Gene	rno:24323	path:rno04926	Relaxin signaling pathway
Gene_11001	Edn1	Gene	rno:24323	path:rno04933	AGE-RAGE signaling pathway in diabetic complications
Gene_11001	Edn1	Gene	rno:24323	path:rno05200	Pathways in cancer
Gene_11001	Edn1	Gene	rno:24323	path:rno05410	Hypertrophic cardiomyopathy
Gene_11001	Edn1	Gene	rno:24323	path:rno05418	Fluid shear stress and atherosclerosis
Gene_11002	AABR07027272.1	Gene	NA	NA	NA
Gene_11003	Hivep1	Gene	rno:117140	NA	NA
Gene_11004	Adtrp	Gene	rno:361228	NA	NA
Gene_11005	Tmem170b	Gene	rno:361230	NA	NA
Gene_11006	Nedd9	Gene	rno:291044	NA	NA
Gene_11007	AABR07027306.1	Gene	NA	NA	NA
Gene_11008	Tbc1d7	Gene	rno:361227	path:rno04150	mTOR signaling pathway
Gene_11009	AABR07027309.1	Gene	NA	NA	NA
Gene_11010	Gfod1	Gene	rno:306842	NA	NA
Gene_11011	Sirt5	Gene	rno:306840	path:rno00760	Nicotinate and nicotinamide metabolism
Gene_11011	Sirt5	Gene	rno:306840	path:rno01100	Metabolic pathways
Gene_11012	Nol7	Gene	rno:498727	NA	NA
Gene_11013	Ranbp9	Gene	rno:364686	NA	NA
Gene_11014	Mcur1	Gene	rno:291034	NA	NA
Gene_11015	Rnf182	Gene	rno:498726	NA	NA
Gene_11016	Cd83	Gene	rno:361226	NA	NA
Gene_11017	Tfap2a	Gene	rno:306862	NA	NA
Gene_11018	Slc35b3	Gene	rno:306866	NA	NA
Gene_11019	Eef1e1	Gene	rno:291057	NA	NA
Gene_11020	Bloc1s5	Gene	rno:306868	NA	NA
Gene_11021	Txndc5	Gene	rno:100362805	path:rno04141	Protein processing in endoplasmic reticulum
Gene_11022	Bmp6	Gene	rno:25644	path:rno04060	Cytokine-cytokine receptor interaction
Gene_11022	Bmp6	Gene	rno:25644	path:rno04350	TGF-beta signaling pathway
Gene_11022	Bmp6	Gene	rno:25644	path:rno04390	Hippo signaling pathway
Gene_11022	Bmp6	Gene	rno:25644	path:rno04913	Ovarian steroidogenesis
Gene_11023	Snrnp48	Gene	rno:291060	NA	NA
Gene_11024	Dsp	Gene	rno:25254	path:rno04512	ECM-receptor interaction
Gene_11025	Riok1	Gene	rno:291061	path:rno03008	Ribosome biogenesis in eukaryotes
Gene_11026	Cage1	Gene	rno:306872	NA	NA
Gene_11027	Ssr1	Gene	rno:361233	path:rno04141	Protein processing in endoplasmic reticulum
Gene_11028	Rreb1	Gene	rno:306873	NA	NA
Gene_11029	RGD1563601	Gene	rno:498731	NA	NA
Gene_11030	Nrn1	Gene	rno:83834	NA	NA
Gene_11031	F13a1	Gene	rno:60327	path:rno04610	Complement and coagulation cascades
Gene_11031	F13a1	Gene	rno:60327	path:rno05171	Coronavirus disease
Gene_11032	AABR07027407.1	Gene	NA	NA	NA
Gene_11033	Fars2	Gene	rno:306879	path:rno00970	Aminoacyl-tRNA biosynthesis
Gene_11034	LOC102550385	Gene	NA	NA	NA
Gene_11035	Rpp40	Gene	rno:291071	path:rno03008	Ribosome biogenesis in eukaryotes
Gene_11035	Rpp40	Gene	rno:291071	path:rno03013	RNA transport
Gene_11036	Cdyl	Gene	rno:361237	NA	NA
Gene_11037	Eci2	Gene	rno:291075	path:rno00071	Fatty acid degradation
Gene_11037	Eci2	Gene	rno:291075	path:rno04146	Peroxisome
Gene_11037	Eci3	Gene	rno:291076	path:rno00071	Fatty acid degradation
Gene_11037	Eci3	Gene	rno:291076	path:rno04146	Peroxisome
Gene_11038	Prpf4b	Gene	rno:291078	NA	NA
Gene_11039	Pxdc1	Gene	rno:361238	NA	NA
Gene_11040	Slc22a23	Gene	rno:64559	NA	NA
Gene_11041	Psmg4	Gene	rno:689623	NA	NA
Gene_11042	Tubb2b	Gene	rno:291081	path:rno04145	Phagosome
Gene_11042	Tubb2b	Gene	rno:291081	path:rno04540	Gap junction
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05010	Alzheimer disease
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05012	Parkinson disease
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05014	Amyotrophic lateral sclerosis
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05016	Huntington disease
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05020	Prion disease
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05022	Pathways of neurodegeneration
Gene_11042	Tubb2b	Gene	rno:291081	path:rno05132	Salmonella infection
Gene_11043	Tubb2a	Gene	rno:498736	path:rno04145	Phagosome
Gene_11043	Tubb2a	Gene	rno:498736	path:rno04540	Gap junction
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05010	Alzheimer disease
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05012	Parkinson disease
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05014	Amyotrophic lateral sclerosis
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05016	Huntington disease
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05020	Prion disease
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05022	Pathways of neurodegeneration
Gene_11043	Tubb2a	Gene	rno:498736	path:rno05132	Salmonella infection
Gene_11044	Bphl	Gene	rno:361239	NA	NA
Gene_11045	Ripk1	Gene	rno:306886	path:rno04064	NF-kappa B signaling pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno04210	Apoptosis
Gene_11045	Ripk1	Gene	rno:306886	path:rno04217	Necroptosis
Gene_11045	Ripk1	Gene	rno:306886	path:rno04620	Toll-like receptor signaling pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno04621	NOD-like receptor signaling pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno04622	RIG-I-like receptor signaling pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno04623	Cytosolic DNA-sensing pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno04668	TNF signaling pathway
Gene_11045	Ripk1	Gene	rno:306886	path:rno05132	Salmonella infection
Gene_11045	Ripk1	Gene	rno:306886	path:rno05160	Hepatitis C
Gene_11045	Ripk1	Gene	rno:306886	path:rno05163	Human cytomegalovirus infection
Gene_11045	Ripk1	Gene	rno:306886	path:rno05169	Epstein-Barr virus infection
Gene_11045	Ripk1	Gene	rno:306886	path:rno05170	Human immunodeficiency virus 1 infection
Gene_11046	Nqo2	Gene	rno:291084	NA	NA
Gene_11047	Serpinb6a	Gene	rno:291085	path:rno05146	Amoebiasis
Gene_11048	Serpinb9	Gene	rno:361241	path:rno05146	Amoebiasis
Gene_11049	Serpinb6b	Gene	rno:364705	path:rno05146	Amoebiasis
Gene_11050	Serpinb1a	Gene	rno:291091	NA	NA
Gene_11051	Wrnip1	Gene	rno:282835	NA	NA
Gene_11052	Gmds	Gene	rno:291095	path:rno00051	Fructose and mannose metabolism
Gene_11052	Gmds	Gene	rno:291095	path:rno00520	Amino sugar and nucleotide sugar metabolism
Gene_11052	Gmds	Gene	rno:291095	path:rno01100	Metabolic pathways
Gene_11053	Foxc1	Gene	rno:364706	NA	NA
Gene_11054	Foxq1	Gene	rno:64826	NA	NA
Gene_11055	Exoc2	Gene	rno:171455	path:rno04014	Ras signaling pathway
Gene_11055	Exoc2	Gene	rno:171455	path:rno05132	Salmonella infection
Gene_11056	Irf4	Gene	rno:291100	path:rno04659	Th17 cell differentiation
Gene_11057	Dusp22	Gene	rno:361242	NA	NA
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno00190	Oxidative phosphorylation
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno01100	Metabolic pathways
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno04260	Cardiac muscle contraction
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno04714	Thermogenesis
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno04932	Non-alcoholic fatty liver disease
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05010	Alzheimer disease
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05012	Parkinson disease
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05014	Amyotrophic lateral sclerosis
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05016	Huntington disease
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05020	Prion disease
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05022	Pathways of neurodegeneration
Gene_11058	Uqcrfs1	Gene	rno:291103	path:rno05415	Diabetic cardiomyopathy
Gene_11059	Mboat1	Gene	rno:498741	path:rno00561	Glycerolipid metabolism
Gene_11059	Mboat1	Gene	rno:498741	path:rno00564	Glycerophospholipid metabolism
Gene_11059	Mboat1	Gene	rno:498741	path:rno01100	Metabolic pathways
Gene_11060	E2f3	Gene	rno:291105	path:rno01522	Endocrine resistance
Gene_11060	E2f3	Gene	rno:291105	path:rno04110	Cell cycle
Gene_11060	E2f3	Gene	rno:291105	path:rno04218	Cellular senescence
Gene_11060	E2f3	Gene	rno:291105	path:rno04934	Cushing syndrome
Gene_11060	E2f3	Gene	rno:291105	path:rno05160	Hepatitis C
Gene_11060	E2f3	Gene	rno:291105	path:rno05161	Hepatitis B
Gene_11060	E2f3	Gene	rno:291105	path:rno05163	Human cytomegalovirus infection
Gene_11060	E2f3	Gene	rno:291105	path:rno05166	Human T-cell leukemia virus 1 infection
Gene_11060	E2f3	Gene	rno:291105	path:rno05167	Kaposi sarcoma-associated herpesvirus infection
Gene_11060	E2f3	Gene	rno:291105	path:rno05169	Epstein-Barr virus infection
Gene_11060	E2f3	Gene	rno:291105	path:rno05200	Pathways in cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05206	MicroRNAs in cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05212	Pancreatic cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05214	Glioma
Gene_11060	E2f3	Gene	rno:291105	path:rno05215	Prostate cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05218	Melanoma
Gene_11060	E2f3	Gene	rno:291105	path:rno05219	Bladder cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05220	Chronic myeloid leukemia
Gene_11060	E2f3	Gene	rno:291105	path:rno05222	Small cell lung cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05223	Non-small cell lung cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05224	Breast cancer
Gene_11060	E2f3	Gene	rno:291105	path:rno05225	Hepatocellular carcinoma
Gene_11060	E2f3	Gene	rno:291105	path:rno05226	Gastric cancer
Gene_11061	Cdkal1	Gene	rno:361243	NA	NA
Gene_11062	Nrsn1	Gene	rno:291129	NA	NA
Gene_11063	Dcdc2	Gene	rno:291130	NA	NA
Gene_11064	Mrs2	Gene	rno:79032	NA	NA
Gene_11065	Gpld1	Gene	rno:291132	path:rno00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Gene_11065	Gpld1	Gene	rno:291132	path:rno01100	Metabolic pathways
Gene_11066	Aldh5a1	Gene	rno:291133	path:rno00250	Alanine, aspartate and glutamate metabolism
Gene_11066	Aldh5a1	Gene	rno:291133	path:rno00650	Butanoate metabolism
Gene_11066	Aldh5a1	Gene	rno:291133	path:rno01100	Metabolic pathways
Gene_11067	RGD1307443	Gene	rno:361244	NA	NA
Gene_11068	Tdp2	Gene	rno:498749	NA	NA
Gene_11069	Acot13	Gene	rno:291135	NA	NA
Gene_11070	LOC498750	Gene	NA	NA	NA
Gene_11070	LOC100911664	Gene	rno:100911664	NA	NA
Gene_11071	Gmnn	Gene	rno:291137	NA	NA
Gene_11072	Ripor2	Gene	NA	NA	NA
Gene_11073	Carmil1	Gene	rno:306941	NA	NA
Gene_11074	Hist1h1c	Gene	rno:201097	NA	NA
Gene_11075	Hfe	Gene	rno:29199	NA	NA
Gene_11076	Hist1h2bcl1	Gene	rno:680403	path:rno04613	Neutrophil extracellular trap formation
Gene_11076	Hist1h2bcl1	Gene	rno:680403	path:rno05034	Alcoholism
Gene_11076	Hist1h2bcl1	Gene	rno:680403	path:rno05203	Viral carcinogenesis
Gene_11076	Hist1h2bcl1	Gene	rno:680403	path:rno05322	Systemic lupus erythematosus
Gene_11076	Hist1h2bh	Gene	rno:306945	path:rno04613	Neutrophil extracellular trap formation
Gene_11076	Hist1h2bh	Gene	rno:306945	path:rno05034	Alcoholism
Gene_11076	Hist1h2bh	Gene	rno:306945	path:rno05203	Viral carcinogenesis
Gene_11076	Hist1h2bh	Gene	rno:306945	path:rno05322	Systemic lupus erythematosus
Gene_11076	LOC684797	Gene	NA	NA	NA
Gene_11076	LOC100364835	Gene	NA	NA	NA
Gene_11076	LOC100365043	Gene	NA	NA	NA
Gene_11076	LOC100910200	Gene	NA	NA	NA
Gene_11077	Btn1a1	Gene	rno:306956	NA	NA
Gene_11078	Abt1	Gene	rno:306960	NA	NA
Gene_11079	Zfp322a	Gene	rno:680201	NA	NA
Gene_11080	Hist1h2ao	Gene	rno:364723	path:rno04613	Neutrophil extracellular trap formation
Gene_11080	Hist1h2ao	Gene	rno:364723	path:rno05034	Alcoholism
Gene_11080	Hist1h2ao	Gene	rno:364723	path:rno05203	Viral carcinogenesis
Gene_11080	Hist1h2ao	Gene	rno:364723	path:rno05322	Systemic lupus erythematosus
Gene_11080	Hist1h4b	Gene	rno:291152	path:rno04613	Neutrophil extracellular trap formation
Gene_11080	Hist1h4b	Gene	rno:291152	path:rno05034	Alcoholism
Gene_11080	Hist1h4b	Gene	rno:291152	path:rno05203	Viral carcinogenesis
Gene_11080	Hist1h4b	Gene	rno:291152	path:rno05322	Systemic lupus erythematosus
Gene_11080	Hist2h4a	Gene	rno:502913	NA	NA
Gene_11080	LOC100912564	Gene	NA	NA	NA
Gene_11081	Zfp184	Gene	rno:306966	path:rno05168	Herpes simplex virus 1 infection
Gene_11082	Zkscan8	Gene	NA	NA	NA
Gene_11083	Zkscan4	Gene	rno:291164	NA	NA
Gene_11084	Zscan26	Gene	rno:266792	NA	NA
Gene_11085	AABR07027819.2	Gene	NA	NA	NA
Gene_11086	Zkscan3	Gene	rno:306977	NA	NA
Gene_11087	Zscan12	Gene	rno:266716	NA	NA
Gene_11088	Trim27	Gene	rno:291171	NA	NA
Gene_11089	Elmo1	Gene	rno:361251	path:rno04062	Chemokine signaling pathway
Gene_11089	Elmo1	Gene	rno:361251	path:rno05100	Bacterial invasion of epithelial cells
Gene_11089	Elmo1	Gene	rno:361251	path:rno05132	Salmonella infection
Gene_11089	Elmo1	Gene	rno:361251	path:rno05135	Yersinia infection
Gene_11090	Sfrp4	Gene	rno:89803	path:rno04310	Wnt signaling pathway
Gene_11091	Epdr1	Gene	rno:291180	NA	NA
Gene_11092	Stard3nl	Gene	rno:291182	NA	NA
Gene_11093	AABR07027870.1	Gene	NA	NA	NA
Gene_11094	Amph	Gene	rno:60668	path:rno04144	Endocytosis
Gene_11094	Amph	Gene	rno:60668	path:rno04666	Fc gamma R-mediated phagocytosis
Gene_11095	AABR07027910.1	Gene	NA	NA	NA
Gene_11096	Vps41	Gene	rno:306991	path:rno05132	Salmonella infection
Gene_11097	Yae1d1	Gene	rno:306994	NA	NA
Gene_11098	Rala	Gene	rno:81757	path:rno04014	Ras signaling pathway
Gene_11098	Rala	Gene	rno:81757	path:rno04015	Rap1 signaling pathway
Gene_11098	Rala	Gene	rno:81757	path:rno04072	Phospholipase D signaling pathway
Gene_11098	Rala	Gene	rno:81757	path:rno05132	Salmonella infection
Gene_11098	Rala	Gene	rno:81757	path:rno05200	Pathways in cancer
Gene_11098	Rala	Gene	rno:81757	path:rno05210	Colorectal cancer
Gene_11098	Rala	Gene	rno:81757	path:rno05212	Pancreatic cancer
Gene_11099	Cdk13	Gene	rno:306998	NA	NA
Gene_11100	Mplkip	Gene	rno:684996	NA	NA
Gene_11101	Inhba	Gene	rno:29200	path:rno04060	Cytokine-cytokine receptor interaction
Gene_11101	Inhba	Gene	rno:29200	path:rno04350	TGF-beta signaling pathway
Gene_11101	Inhba	Gene	rno:29200	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_11102	Gli3	Gene	rno:140588	path:rno04024	cAMP signaling pathway
Gene_11102	Gli3	Gene	rno:140588	path:rno04340	Hedgehog signaling pathway
Gene_11102	Gli3	Gene	rno:140588	path:rno05200	Pathways in cancer
Gene_11102	Gli3	Gene	rno:140588	path:rno05217	Basal cell carcinoma
Gene_11103	Gabpb1l	Gene	rno:364738	NA	NA
Gene_11104	LOC100362197	Gene	NA	NA	NA
Gene_11105	RGD1308147	Gene	rno:307008	NA	NA
